sec,mm,N,mm(normalized),strain,stress
0.561686218,0.028669443,20.57713318,0,0,451216.6056
0.571614563,0.029217874,40.16778946,0.000548431,9.38773E-06,880801.6868
0.581542969,0.029731105,63.09682846,0.001061662,1.81729E-05,1383591.024
0.591471374,0.03010354,69.19524384,0.001434097,2.4548E-05,1517317.44
0.60139972,0.029870769,84.08048248,0.001201326,2.05636E-05,1843721.843
0.611328125,0.030935837,111.1822128,0.002266393,3.87948E-05,2438010.204
0.62125653,0.031813554,119.2019043,0.00314411,5.38191E-05,2613866.478
0.631184876,0.031516061,138.0087738,0.002846618,4.87268E-05,3026264.636
0.641113281,0.032358581,153.092453,0.003689138,6.31485E-05,3357020.455
0.651041687,0.032517546,168.6540985,0.003848103,6.58696E-05,3698257.147
0.660970032,0.033301018,183.7990112,0.004631574,7.92806E-05,4030355.697
0.670898438,0.034020904,205.6364594,0.005351461,9.16032E-05,4509208.566
0.680826843,0.033786997,218.4650421,0.005117554,8.75993E-05,4790514.494
0.690755188,0.033935743,236.2559814,0.0052663,9.01455E-05,5180635.273
0.700683594,0.035101872,254.3016052,0.006432429,0.000110107,5576340.79
0.710611999,0.035612833,276.5610352,0.00694339,0.000118853,6064446.901
0.720540345,0.035785422,301.1643677,0.007115979,0.000121807,6603950.246
0.73046875,0.036912945,327.0993042,0.008243502,0.000141108,7172653.083
0.740397155,0.037461374,337.8721313,0.008791931,0.000150495,7408880.279
0.750325501,0.037069636,349.5242004,0.008400193,0.00014379,7664387.546
0.760253906,0.037606715,357.9317322,0.008937272,0.000152983,7848748.406
0.770182312,0.038225546,376.8448486,0.009556103,0.000163576,8263476.352
0.780110657,0.039311053,402.8935547,0.01064161,0.000182157,8834673.935
0.790039063,0.039266768,421.4227905,0.010597325,0.000181399,9240984.125
0.799967468,0.040304585,448.1527405,0.011635142,0.000199164,9827120.065
0.809895813,0.04123908,467.4154358,0.012569637,0.00021516,10249513.6
0.819824219,0.041292446,483.7410889,0.012623002,0.000216073,10607503.49
0.829752624,0.041740954,512.5748901,0.013071511,0.000223751,11239772.81
0.83968097,0.042393847,535.9783936,0.013724404,0.000234926,11752966.23
0.849609375,0.044082291,559.2680054,0.015412848,0.000263828,12263662.23
0.85953778,0.043102384,560.2446899,0.014432941,0.000247055,12285079.03
0.869466126,0.043376029,566.0598145,0.014706586,0.000251739,12412593.43
0.879394531,0.04431279,594.3814697,0.015643347,0.000267774,13033632.37
0.889322937,0.045201865,611.8613892,0.016532422,0.000282993,13416933.09
0.899251282,0.046369125,633.9508057,0.017699682,0.000302973,13901311.14
0.909179688,0.046329384,661.5380859,0.017659941,0.000302293,14506246.67
0.919108093,0.046386158,680.7922974,0.017716715,0.000303265,14928454.17
0.929036438,0.047280904,702.1296997,0.018611461,0.00031858,15396342
0.938964844,0.047000445,712.4233398,0.018331002,0.00031378,15622061.55
0.948893249,0.048722948,733.9006958,0.020053505,0.000343264,16093018.3
0.958821595,0.048493588,741.8375244,0.019824145,0.000339338,16267057.55
0.96875,0.048341433,743.9266357,0.01967199,0.000336734,16312867.71
0.978678405,0.049568873,776.8605347,0.02089943,0.000357744,17035044.21
0.988606751,0.050175215,811.8544922,0.021505772,0.000368123,17802393.8
0.998535156,0.050256967,815.9684448,0.021587524,0.000369523,17892604.8
1.008463502,0.050484061,830.951355,0.021814618,0.00037341,18221150.95
1.018391967,0.050993887,846.6552734,0.022324444,0.000382137,18565507.41
1.028320313,0.050889426,861.6581421,0.022219983,0.000380349,18894491.21
1.038248658,0.051984014,900.0447388,0.023314571,0.000399085,19736234.8
1.048177123,0.053381777,937.8468628,0.024712333,0.000423012,20565162.03
1.058105469,0.053902957,939.2620239,0.025233514,0.000431933,20596193.77
1.068033814,0.053782598,938.1470947,0.025113155,0.000429873,20571745.53
1.077962279,0.054465014,954.9278564,0.025795571,0.000441554,20939715.08
1.087890625,0.054550175,965.3894043,0.025880732,0.000443012,21169116.53
1.097818971,0.055322293,996.916687,0.02665285,0.000456228,21860448.67
1.107747436,0.05607284,1019.622925,0.027403397,0.000469076,22358352.41
1.117675781,0.055928631,1043.13916,0.027259188,0.000466607,22874017.81
1.127604127,0.057242371,1060.016968,0.028572927,0.000489095,23244115.4
1.137532592,0.057622754,1069.240112,0.028953311,0.000495606,23446361.05
1.147460938,0.058231366,1088.733398,0.029561923,0.000506024,23873810.99
1.157389283,0.058478894,1104.744873,0.029809451,0.000510261,24224911.57
1.167317748,0.058583359,1130.97644,0.029913916,0.000512049,24800118.94
1.177246094,0.059648428,1142.58374,0.030978985,0.00053028,25054644.51
1.187174439,0.059478109,1158.448608,0.030808666,0.000527365,25402530.28
1.197102904,0.060652183,1180.215698,0.03198274,0.000547462,25879840.33
1.20703125,0.061278959,1192.317017,0.032609516,0.000558191,26145198.77
1.216959596,0.061380015,1199.845093,0.032710572,0.000559921,26310274.87
1.226888061,0.061645718,1228.550171,0.032976275,0.000564469,26939721.54
1.236816406,0.062571125,1257.029785,0.033901682,0.00058031,27564224.22
1.246744752,0.06279481,1272.407837,0.034125367,0.000584138,27901435.06
1.256673217,0.063548759,1286.612793,0.034879316,0.000597044,28212922.18
1.266601563,0.06363279,1288.489014,0.034963346,0.000598482,28254064.07
1.276529908,0.063895073,1315.71814,0.03522563,0.000602972,28851145.97
1.286458373,0.064754626,1343.765747,0.036085183,0.000617685,29466175.57
1.296386719,0.065322361,1365.193115,0.036652918,0.000627404,29936036.18
1.306315064,0.065388216,1385.531006,0.036718773,0.000628531,30382006.67
1.316243529,0.066376073,1399.091675,0.03770663,0.00064544,30679365.83
1.326171875,0.066879096,1414.863525,0.038209653,0.000654051,31025211.9
1.336100221,0.067210647,1429.995361,0.038541204,0.000659726,31357023.7
1.346028686,0.068175796,1446.320923,0.039506353,0.000676247,31715011.6
1.355957031,0.067595574,1469.449463,0.038926131,0.000666315,32222175.61
1.365885377,0.068466477,1499.095093,0.039797034,0.000681223,32872246.75
1.375813842,0.070358168,1524.604736,0.041688725,0.000713604,33431623.73
1.385742188,0.069860827,1529.118164,0.041191384,0.00070509,33530594.45
1.395670533,0.07057163,1547.947388,0.041902187,0.000717258,33943482.79
1.405598998,0.07081122,1563.828979,0.042141777,0.000721359,34291735.27
1.415527344,0.071532239,1584.809204,0.042862795,0.000733701,34751790.9
1.425455689,0.072264622,1600.855347,0.043595179,0.000746237,35103651.68
1.435384154,0.072634779,1612.139648,0.043965336,0.000752573,35351094.51
1.4453125,0.072598443,1631.12793,0.043929,0.000751951,35767470.69
1.455240846,0.073628311,1648.650879,0.044958868,0.00076958,36151714.96
1.465169311,0.074003015,1668.732056,0.045333572,0.000775994,36592056.21
1.475097656,0.074107484,1682.462891,0.045438041,0.000777782,36893146.78
1.485026002,0.074543503,1697.526123,0.04587406,0.000785246,37223454.23
1.494954467,0.074972711,1719.880493,0.046303268,0.000792593,37713642.19
1.504882813,0.075849297,1739.252075,0.047179854,0.000807598,38138423.4
1.514811158,0.076401127,1748.81958,0.047731684,0.000817044,38348220.22
1.524739623,0.076464712,1772.113525,0.047795269,0.000818132,38859011.24
1.534667969,0.077529789,1790.243042,0.048860345,0.000836363,39256556.37
1.544596314,0.077170975,1795.565063,0.048501532,0.000830221,39373257.96
1.554524779,0.077976023,1816.901855,0.04930658,0.000844002,39841132.41
1.564453125,0.078262165,1835.113403,0.049592722,0.0008489,40240476.33
1.574381471,0.079129655,1862.893921,0.050460212,0.000863749,40849649.18
1.584309936,0.079924488,1885.495728,0.051255045,0.000877354,41345262.96
1.594238281,0.08075111,1907.723389,0.052081667,0.000891504,41832672.44
1.604166627,0.080330981,1918.61792,0.051661538,0.000884313,42071568.36
1.614095092,0.081759405,1935.718628,0.053089962,0.000908763,42446553.71
1.624023438,0.082330545,1956.25415,0.053661102,0.00091854,42896857.86
1.633951783,0.083659048,1976.760498,0.054989605,0.00094128,43346522.29
1.643880248,0.083736253,1992.283203,0.05506681,0.000942602,43686905.09
1.653808594,0.083337713,2016.425903,0.05466827,0.00093578,44216307.66
1.663736939,0.083908846,2022.689819,0.055239403,0.000945556,44353663.18
1.673665404,0.084484534,2039.598022,0.055815091,0.000955411,44724427.27
1.68359375,0.085072701,2059.097656,0.056403258,0.000965479,45152016.41
1.693522096,0.085413347,2075.179199,0.056743904,0.00097131,45504653.44
1.703450561,0.086425047,2090.5,0.057755604,0.000988627,45840608.88
1.713378906,0.086246771,2113.67041,0.057577328,0.000985576,46348691.02
1.723307252,0.086553351,2126.22998,0.057883908,0.000990823,46624098.02
1.733235717,0.087292545,2142.663818,0.058623102,0.001003477,46984460.2
1.743164063,0.08761615,2160.41333,0.058946707,0.001009016,47373672.56
1.753092408,0.088479108,2175.856445,0.059809665,0.001023787,47712310.11
1.763020873,0.088180481,2187.960693,0.059511038,0.001018676,47977732.78
1.772949219,0.089526009,2216.913818,0.060856566,0.001041708,48612618.63
1.782877564,0.090553614,2240.643799,0.061884171,0.001059298,49132971.07
1.792806029,0.090216374,2253.739502,0.061546931,0.001053525,49420134.43
1.802734375,0.091214446,2268.068848,0.062545003,0.001070609,49734349.19
1.812662721,0.090866997,2274.263184,0.062197554,0.001064662,49870178.96
1.822591186,0.090734145,2302.471924,0.062064702,0.001062388,50488741.89
1.832519531,0.092177332,2324.474854,0.063507889,0.001087092,50971223.46
1.842447877,0.093137933,2345.65918,0.06446849,0.001103535,51435754.62
1.852376342,0.093762443,2365.346191,0.065093,0.001114225,51867452.58
1.862304688,0.094258641,2391.343262,0.065589198,0.001122718,52437517.9
1.872233033,0.094197327,2392.156738,0.065527884,0.001121669,52455355.85
1.882161498,0.09516815,2419.700195,0.066498707,0.001138287,53059330.42
1.892089844,0.095212439,2427.369385,0.066542996,0.001139045,53227500.88
1.902018189,0.096659016,2457.068115,0.067989573,0.001163806,53878736.4
1.911946654,0.096344491,2466.911133,0.067675048,0.001158423,54094574.69
1.921875,0.097048483,2472.384766,0.06837904,0.001170473,54214600.84
1.931803346,0.097005337,2491.438477,0.068335894,0.001169735,54632411.76
1.941731811,0.097526521,2513.068115,0.068857078,0.001178656,55106707.75
1.951660156,0.098272525,2511.048828,0.069603082,0.001191426,55062428.7
1.961588502,0.098521188,2527.687256,0.069851745,0.001195682,55427277.15
1.971516967,0.098992408,2553.244873,0.070322965,0.001203748,55987706.1
1.981445313,0.099076438,2564.611328,0.070406995,0.001205186,56236950.4
1.991373658,0.099112774,2575.818604,0.070443331,0.001205808,56482704.22
2.001302004,0.100055207,2599.228271,0.071385764,0.00122194,56996032.8
2.011230469,0.100659272,2621.672852,0.071989829,0.001232281,57488198.91
2.021158934,0.101437072,2645.627197,0.072767629,0.001245594,58013471.22
2.03108716,0.101899204,2662.314209,0.073229761,0.001253505,58379385.01
2.041015625,0.102572536,2676.30127,0.073903093,0.001265031,58686094.12
2.05094409,0.102846192,2689.307861,0.074176749,0.001269715,58971303.43
2.060872316,0.103038081,2704.263184,0.074368638,0.001273,59299244.64
2.070800781,0.103107348,2723.429932,0.074437905,0.001274185,59719534.24
2.080729246,0.103569488,2739.498779,0.074900045,0.001282096,60071892.88
2.090657473,0.104133804,2752.000244,0.075464361,0.001291756,60346025.75
2.100585938,0.105004714,2783.393799,0.076335271,0.001306663,61034425.5
2.110514402,0.106010746,2794.237061,0.077341303,0.001323884,61272197.19
2.120442629,0.106564847,2822.743164,0.077895404,0.001333369,61897280.72
2.130371094,0.107594722,2833.01416,0.078925279,0.001350998,62122503.74
2.140299559,0.107642401,2846.42334,0.078972958,0.001351814,62416541.04
2.150227785,0.1079047,2867.359619,0.079235257,0.001356304,62875633.01
2.16015625,0.107916057,2886.134521,0.079246614,0.001356498,63287330.19
2.170084715,0.109031091,2909.291504,0.080361648,0.001375585,63795117.89
2.180012941,0.109422828,2933.164307,0.080753385,0.00138229,64318602.14
2.189941406,0.110556022,2948.683105,0.081886579,0.001401687,64658899.27
2.199869871,0.111175985,2956.016357,0.082506542,0.0014123,64819703.26
2.209798098,0.111568857,2980.268799,0.082899414,0.001419025,65351512.26
2.219726563,0.11149051,3002.359863,0.082821067,0.001417683,65835926.43
2.229655027,0.111534799,3012.269287,0.082865356,0.001418442,66053220.87
2.239583254,0.112355738,3021.696777,0.083686295,0.001432494,66259947.43
2.249511719,0.113104012,3036.241211,0.084434569,0.001445302,66578878.65
2.259440184,0.114230395,3068.456543,0.085560952,0.001464583,67285298.38
2.26936841,0.114594885,3092.248047,0.085925441,0.001470822,67806999.9
2.279296875,0.114948009,3110.140381,0.086278566,0.001476867,68199344.07
2.28922534,0.11576555,3126.145508,0.087096107,0.001490861,68550305.45
2.299153566,0.115991512,3141.344971,0.087322069,0.001494729,68883600.18
2.309082031,0.116207251,3161.856934,0.087537808,0.001498422,69333387.73
2.319010496,0.11686582,3181.78833,0.088196377,0.001509695,69770444.57
2.328938723,0.117778734,3199.799561,0.089109291,0.001525322,70165395.92
2.338867188,0.117582298,3222.181885,0.088912855,0.001521959,70656196.86
2.348795652,0.118488402,3237.433105,0.089818959,0.001537469,70990626.52
2.358723879,0.118546312,3245.63916,0.089876869,0.001538461,71170569.39
2.368652344,0.119204888,3263.947021,0.090535445,0.001549734,71572025.26
2.378580809,0.119765806,3282.117676,0.091096363,0.001559335,71970472.46
2.388509035,0.120645789,3312.363037,0.091976346,0.001574398,72633694.55
2.3984375,0.121546218,3330.165283,0.092876775,0.001589811,73024063.26
2.408365965,0.121788078,3346.939453,0.093118635,0.001593951,73391888.26
2.418294191,0.121885721,3362.005859,0.093216278,0.001595623,73722265.31
2.428222656,0.122871308,3370.610596,0.094201865,0.001612493,73910950.5
2.438151121,0.123415201,3391.509277,0.094745757,0.001621803,74369218.03
2.448079348,0.123119986,3403.772705,0.094450543,0.00161675,74638131.21
2.458007813,0.124308819,3422.49292,0.095639376,0.0016371,75048629.2
2.467936277,0.124212296,3429.147217,0.095542853,0.001635448,75194545.02
2.477864504,0.124542727,3453.774414,0.095873283,0.001641104,75734571.67
2.487792969,0.125333012,3461.261475,0.096663569,0.001654631,75898748.39
2.497721434,0.125203558,3473.456299,0.096534115,0.001652416,76166157.22
2.50764966,0.126007464,3494.036865,0.097338021,0.001666176,76617449.1
2.517578125,0.126256142,3507.625977,0.097586699,0.001670433,76915431.96
2.52750659,0.127940046,3540.693115,0.099270603,0.001699257,77640530.14
2.537434816,0.128474843,3569.128418,0.0998054,0.001708412,78264061.16
2.547363281,0.128272732,3581.410889,0.099603289,0.001704952,78533391.92
2.557291746,0.129575114,3606.113281,0.10090567,0.001727245,79075067.45
2.567219973,0.130059954,3618.206055,0.101390511,0.001735545,79340238.52
2.577148438,0.129811291,3626.633301,0.101141848,0.001731288,79525031.67
2.587076902,0.130056564,3642.137451,0.101387121,0.001735486,79865007.6
2.597005129,0.130946763,3657.095459,0.102277319,0.001750724,80193007.69
2.606933594,0.131441833,3670.339355,0.10277239,0.001759199,80483420.63
2.616862059,0.131762034,3693.931885,0.103092591,0.00176468,81000759.04
2.626790285,0.132260495,3709.543701,0.103591052,0.001773212,81343095.87
2.63671875,0.133635549,3723.157227,0.104966106,0.00179675,81641614.09
2.646647215,0.133103007,3736.490479,0.104433564,0.001787634,81933986.43
2.656575441,0.133889902,3768.028076,0.105220459,0.001801103,82625544.74
2.666503906,0.13398187,3783.842773,0.105312427,0.001802678,82972330.36
2.676432371,0.134995847,3793.134033,0.106326404,0.001820034,83176069.67
2.686360598,0.135099166,3811.708984,0.106429723,0.001821803,83583382.3
2.696289063,0.13599619,3834.941406,0.107326747,0.001837158,84092824.24
2.706217527,0.136429939,3849.73999,0.107760496,0.001844582,84417328.47
2.716145754,0.136997667,3859.980713,0.108328224,0.0018543,84641887.66
2.726074219,0.13755518,3875.824463,0.108885737,0.001863843,84989310.36
2.736002684,0.137912852,3899.0271,0.109243409,0.001869966,85498099.17
2.74593091,0.138405652,3918.897461,0.109736209,0.001878401,85933817.63
2.755859375,0.138949545,3940.764893,0.110280102,0.001887711,86413327.98
2.76578784,0.139463911,3947.810059,0.110794468,0.001896516,86567814.81
2.775716066,0.139706899,3967.387207,0.111037456,0.001900675,86997103.68
2.785644531,0.139888565,3968.05957,0.111219122,0.001903785,87011847.29
2.795572996,0.140564167,3996.296875,0.111894724,0.00191535,87631036.6
2.805501223,0.141379453,4016.878174,0.112710009,0.001929305,88082344.56
2.815429688,0.14115122,4016.964355,0.112481777,0.001925398,88084234.34
2.825358152,0.142857825,4054.942627,0.114188382,0.001954611,88917024.16
2.835286379,0.142975914,4071.66626,0.114306471,0.001956633,89283740.98
2.845214844,0.143539102,4077.632324,0.114869659,0.001966273,89414565.19
2.855143309,0.143879748,4099.924316,0.115210305,0.001972104,89903385.32
2.865071535,0.144607591,4128.755859,0.115938148,0.001984563,90535605.12
2.875,0.144448626,4139.628418,0.115779183,0.001981842,90774019.24
2.884928465,0.145637459,4149.307129,0.116968016,0.002002191,90986254.59
2.894856691,0.145227546,4149.126465,0.116558103,0.001995175,90982292.98
2.904785156,0.14612457,4169.371582,0.117455127,0.002010529,91426229.12
2.914713621,0.146780862,4188.885254,0.118111418,0.002021763,91854126.08
2.924641848,0.146937571,4206.691406,0.118268128,0.002024446,92244580.45
2.934570313,0.147311133,4221.305664,0.11864169,0.00203084,92565042.77
2.944498777,0.148253574,4249.888672,0.119584131,0.002046972,93191812.68
2.954427004,0.148482941,4267.625488,0.119813498,0.002050899,93580746.64
2.964355469,0.149887521,4278.595215,0.121218078,0.002074941,93821291.47
2.974283934,0.149719461,4285.100098,0.121050018,0.002072065,93963930.93
2.98421216,0.150194101,4316.869141,0.121524658,0.002080189,94660564.4
2.994140625,0.150744789,4335.370605,0.122075346,0.002089616,95066265.61
3.00406909,0.151242115,4347.348633,0.122572672,0.002098129,95328920.52
3.013997316,0.151655433,4370.603027,0.12298599,0.002105204,95838844.26
3.023925781,0.152543362,4392.313477,0.123873919,0.002120403,96314912.31
3.033854246,0.153072513,4401.515625,0.12440307,0.00212946,96516697.56
3.043782473,0.153381348,4417.269043,0.124711905,0.002134747,96862139.45
3.053710938,0.153463101,4423.024414,0.124793658,0.002136146,96988343.57
3.063639402,0.154180714,4431.300293,0.125511271,0.00214843,97169817.54
3.073567629,0.153763991,4440.881836,0.125094548,0.002141297,97379922.19
3.083496094,0.155156085,4465.760254,0.126486642,0.002165126,97925457.62
3.093424559,0.155209447,4476.390137,0.126540004,0.002166039,98158550.33
3.103352785,0.15653568,4505.786133,0.127866237,0.002188741,98803147.49
3.11328125,0.156895621,4533.420898,0.128226178,0.002194902,99409124.27
3.123209715,0.157533752,4550.366699,0.128864309,0.002205825,99780712.8
3.133137941,0.157461094,4558.894043,0.128791651,0.002204581,99967700.91
3.143066406,0.158320632,4565.737305,0.129651189,0.002219295,100117760.4
3.152994871,0.158634022,4589.466797,0.129964579,0.002224659,100638102.1
3.162923098,0.159244912,4617.540527,0.130575469,0.002235116,101253704.5
3.172851563,0.160195297,4634.396484,0.131525854,0.002251384,101623322.9
3.182780027,0.159775169,4638.699219,0.131105726,0.002244193,101717673.6
3.192708254,0.159929594,4659.789551,0.131260151,0.002246836,102180143.6
3.202636719,0.161099117,4687.307617,0.132429674,0.002266855,102783561.4
3.212565184,0.161440912,4691.446289,0.132771469,0.002272706,102874314.5
3.22249341,0.162262979,4706.442383,0.133593536,0.002286777,103203149.7
3.232421875,0.162813682,4729.417969,0.134144238,0.002296204,103706959.7
3.24235034,0.163155462,4737.756836,0.134486019,0.002302054,103889814.9
3.252278566,0.163874211,4760.039551,0.135204768,0.002314358,104378431.6
3.262207031,0.16415921,4775.915039,0.135489767,0.002319236,104726550.3
3.272135496,0.164495315,4796.17627,0.135825872,0.002324989,105170839.8
3.282063723,0.165671663,4804.938965,0.13700222,0.002345125,105362988.7
3.291992188,0.165554709,4822.447266,0.136885266,0.002343123,105746911.7
3.301920652,0.165671663,4824.286621,0.13700222,0.002345125,105787245.2
3.311848879,0.165915786,4853.851563,0.137246343,0.002349304,106435547
3.321777344,0.167432765,4881.058594,0.138763322,0.002375271,107032144.4
3.331705809,0.16836272,4904.300781,0.139693277,0.002391189,107541800.5
3.341634035,0.168192404,4912.131836,0.139522961,0.002388274,107713520.3
3.3515625,0.168271887,4928.478516,0.139602444,0.002389634,108071971.3
3.361490965,0.169456165,4945.531738,0.140786722,0.002409906,108445915.4
3.371419191,0.169045132,4967.402344,0.140375689,0.00240287,108925495.3
3.381347656,0.170069325,4972.59668,0.141399882,0.002420402,109039397
3.391276121,0.170977699,4995.938477,0.142308256,0.002435951,109551237.4
3.401204348,0.171450069,5008.971191,0.142780626,0.002444037,109837019.5
3.411132813,0.172102955,5036.401855,0.143433512,0.002455212,110438520.7
3.421061277,0.172741085,5060.745117,0.144071642,0.002466136,110972321.2
3.430989504,0.173428038,5082.080566,0.144758595,0.002477894,111440166.2
3.440917969,0.173933324,5088.541992,0.145263881,0.002486544,111581852.8
3.450846434,0.174685003,5100.686523,0.14601556,0.00249941,111848158.8
3.46077466,0.174356857,5111.287598,0.145687414,0.002493793,112080619.8
3.470703125,0.175150548,5128.760742,0.146481105,0.002507379,112463771.9
3.48063159,0.1755173,5142.053711,0.146847857,0.002513657,112755260.9
3.490559816,0.176013506,5158.685059,0.147344062,0.002522151,113119954.1
3.500488281,0.176068002,5175.601074,0.147398559,0.002523084,113490889.5
3.510416746,0.176222427,5193.601074,0.147552984,0.002525727,113885594.6
3.520344973,0.177515729,5217.023438,0.148846286,0.002547865,114399201.6
3.530273438,0.178450224,5238.785156,0.149780781,0.002563861,114876393.9
3.540201902,0.17958002,5258.247559,0.150910577,0.002583201,115303166.6
3.550130129,0.179617477,5269.542969,0.150948033,0.002583842,115550853
3.560058594,0.179501672,5281.219238,0.150832229,0.002581859,115806890.9
3.569987059,0.18050427,5305.868164,0.151834827,0.002599021,116347394.1
3.579915285,0.181420604,5321.65625,0.152751161,0.002614707,116693596.2
3.58984375,0.181475101,5344.455078,0.152805658,0.002615639,117193530.2
3.599772215,0.182200674,5362.452148,0.153531231,0.002628059,117588171
3.609700441,0.182707081,5372.084961,0.154037638,0.002636728,117799399.9
3.619628906,0.182852425,5390.953613,0.154182982,0.002639216,118213152.9
3.629557371,0.183414493,5399.854004,0.15474505,0.002648837,118408321.2
3.639485598,0.184035584,5406.799805,0.15536614,0.002659468,118560629.1
3.649414063,0.184317192,5434.585938,0.155647749,0.002664289,119169925.1
3.659342527,0.184663499,5445.033691,0.155994056,0.002670217,119399024
3.669270754,0.185261888,5454.160645,0.156592445,0.00268046,119599160.4
3.679199219,0.185626384,5477.652832,0.156956941,0.002686699,120114298.5
3.689127684,0.186437101,5506.69043,0.157767658,0.002700576,120751036.7
3.69905591,0.187059341,5515.273926,0.158389897,0.002711227,120939256.1
3.708984375,0.186686899,5524.535645,0.158017456,0.002704852,121142347.6
3.71891284,0.187713376,5549.580566,0.159043933,0.002722423,121691534.2
3.728841066,0.18844461,5578.822266,0.159775167,0.00273494,122332747.9
3.738769531,0.189953658,5584.351074,0.161284215,0.002760771,122453983.9
3.748697996,0.189634578,5598.158691,0.160965135,0.002755309,122756758.2
3.758626223,0.191055064,5613.595215,0.162385621,0.002779624,123095251.2
3.768554688,0.190552048,5639.797852,0.161882605,0.002771013,123669824.2
3.778483152,0.191888481,5664.845703,0.163219038,0.00279389,124219075
3.788411379,0.191317347,5674.59082,0.162647904,0.002784113,124432766.5
3.798339844,0.193213578,5707.583496,0.164544135,0.002816572,125156231.9
3.808268309,0.192609499,5697.092285,0.163940056,0.002806232,124926180
3.818196535,0.192951295,5709.908691,0.164281852,0.002812082,125207218.9
3.828125,0.193955027,5731.259766,0.165285584,0.002829264,125675406.5
3.838053465,0.193590546,5745.546387,0.164921103,0.002823025,125988684.4
3.847981691,0.194761218,5776.101563,0.166091775,0.002843064,126658700.1
3.857910156,0.194807784,5789.376465,0.166138341,0.002843861,126949793
3.867838621,0.195936431,5798.564453,0.167266988,0.00286318,127151267.7
3.877766848,0.195363013,5810.072754,0.16669357,0.002853365,127403622.4
3.887695313,0.196699475,5823.578125,0.168030032,0.002876242,127699769
3.897623777,0.197924644,5859.405273,0.169255201,0.002897213,128485388.9
3.907552004,0.197981411,5865.79834,0.169311968,0.002898185,128625576.4
3.917480469,0.19779407,5882.364746,0.169124627,0.002894978,128988845.5
3.927408934,0.198835289,5901.682617,0.170165846,0.002912801,129412449
3.93733716,0.199020375,5922.112793,0.170350932,0.002915969,129860443.1
3.947265625,0.200212613,5951.972168,0.17154317,0.002936377,130515201.3
3.95719409,0.200946117,5956.29834,0.172276674,0.002948933,130610065.8
3.967122316,0.201219766,5982.630859,0.172550323,0.002953617,131187486.9
3.977050781,0.201346935,6001.760742,0.172677492,0.002955794,131606968.1
3.986979246,0.20243699,6009.759766,0.173767547,0.002974453,131782371.2
3.996907473,0.202033887,6009.743652,0.173364444,0.002967553,131782017.8
4.006835938,0.202588009,6022.885742,0.173918566,0.002977038,132070198.3
4.016764164,0.203788193,6041.557129,0.17511875,0.002997582,132479625.6
4.026692867,0.203995995,6067.118652,0.175326551,0.003001139,133040140.2
4.036621094,0.204836237,6084.174316,0.176166794,0.003015522,133414137.9
4.04654932,0.205410775,6097.588867,0.176741332,0.003025357,133708292.9
4.056478024,0.20541306,6107.145508,0.176743617,0.003025396,133917851.5
4.06640625,0.205339253,6118.791016,0.17666981,0.003024132,134173214.9
4.076334476,0.206591663,6136.475098,0.17792222,0.00304557,134560992.5
4.08626318,0.206373661,6159.813965,0.177704218,0.003041839,135072768.6
4.096191406,0.20743646,6182.481445,0.178767017,0.003060031,135569822.5
4.106119633,0.208215381,6203.9375,0.179545937,0.003073364,136040312.1
4.116048336,0.208429992,6211.473633,0.179760549,0.003077038,136205564.9
4.125976563,0.209158956,6225.748535,0.180489513,0.003089516,136518585.8
4.135904789,0.210199054,6243.653809,0.181529611,0.00310732,136911213.7
4.145833492,0.210061655,6238.624512,0.181392212,0.003104968,136800931
4.155761719,0.210025319,6259.310547,0.181355876,0.003104346,137254535.6
4.165689945,0.210630533,6278.129883,0.18196109,0.003114705,137667207.1
4.175618649,0.211255043,6294.465332,0.1825856,0.003125395,138025411.8
4.185546875,0.211662671,6300.731934,0.182993228,0.003132373,138162826.2
4.195475101,0.211922685,6314.73877,0.183253242,0.003136824,138469969
4.205403805,0.212238359,6342.745117,0.183568916,0.003142227,139084093.8
4.215332031,0.213659951,6357.793457,0.184990507,0.003166561,139414074.7
4.225260258,0.213607724,6373.64209,0.184938281,0.003165667,139761604.5
4.235188961,0.214840838,6395.887695,0.186171395,0.003186775,140249407.4
4.245117188,0.215306383,6410.710938,0.18663694,0.003194744,140574452.4
4.255045414,0.216563363,6441.15918,0.18789392,0.00321626,141242123.3
4.264974117,0.216379398,6439.564453,0.187709955,0.003213111,141207154
4.274902344,0.216058077,6449.850098,0.187388634,0.003207611,141432698.2
4.28483057,0.217039109,6459.096191,0.188369666,0.003224404,141635447.1
4.294759274,0.216868793,6489.925781,0.18819935,0.003221488,142311480.2
4.3046875,0.218053086,6496.412598,0.189383643,0.00324176,142453723.5
4.314615726,0.217983834,6508.077637,0.189314391,0.003240575,142709515.2
4.32454443,0.218606059,6519.98584,0.189936616,0.003251226,142970639
4.334472656,0.219730166,6554.100098,0.191060722,0.003270468,143718698.5
4.344400883,0.219751746,6560.387695,0.191082303,0.003270837,143856573.3
4.354329586,0.219758556,6576.951172,0.191089113,0.003270954,144219778.2
4.364257813,0.220831571,6608.503418,0.192162128,0.003289321,144911657.7
4.374186039,0.221558279,6621.03125,0.192888836,0.00330176,145186368.8
4.384114742,0.222438262,6643.94043,0.193768819,0.003316823,145688722.6
4.394042969,0.222790259,6651.043945,0.194120816,0.003322849,145844488.9
4.403971195,0.222853851,6661.354004,0.194184408,0.003323937,146070568.5
