sec,mm,N,mm(normalized),strain,stress
42.60839844,2.165701706,14609.47266,2.137032263,0.036580491,320357389.2
42.61832809,2.166517079,14603.9043,2.137847636,0.036594448,320235285.9
42.62825394,2.16650567,14597.35156,2.137836227,0.036594252,320091597
42.63818359,2.166616963,14588.51953,2.13794752,0.036596157,319897927.7
42.64811325,2.167613711,14594.25391,2.138944268,0.036613219,320023671.6
42.65803909,2.16783653,14599.85742,2.139167087,0.036617033,320146545.7
42.66796875,2.168413252,14602.73535,2.139743809,0.036626905,320209653.1
42.67789841,2.1697802,14607.74316,2.141110757,0.036650304,320319464.6
42.68782425,2.169768792,14609.32813,2.141099349,0.036650109,320354220
42.69775391,2.170536434,14617.4375,2.141866991,0.036663249,320532042.7
42.70768356,2.17040698,14613.91504,2.141737537,0.036661033,320454802
42.71760941,2.171631204,14618.63184,2.142961761,0.036681988,320558232.3
42.72753906,2.171399305,14609.83203,2.142729862,0.036678019,320365269.5
42.73746872,2.171881031,14600.71387,2.143211588,0.036686265,320165325.9
42.74739456,2.173145767,14602.85742,2.144476324,0.036707914,320212329.8
42.75732422,2.173391171,14611.19434,2.144721728,0.036712114,320395142.3
42.76725388,2.174095251,14620.49023,2.145425808,0.036724167,320598983.2
42.77717972,2.174483379,14619.03906,2.145813936,0.03673081,320567161.8
42.78710938,2.174835419,14611.68164,2.146165976,0.036736836,320405827.9
42.79703903,2.175671048,14607.68945,2.147001605,0.03675114,320318286.9
42.80696487,2.176177455,14616.20898,2.147508012,0.036759808,320505103.6
42.81689453,2.176343231,14610.5918,2.147673787,0.036762646,320381929.8
42.82682419,2.177308314,14603.75879,2.14863887,0.036779166,320232095.1
42.83675003,2.177194925,14595.88965,2.148525482,0.036777225,320059540.2
42.84667969,2.176854061,14597.33301,2.148184618,0.03677139,320091190.2
42.85660934,2.178153256,14608.88477,2.149483813,0.036793629,320344497.9
42.86653519,2.179381903,14615.74023,2.15071246,0.03681466,320494824.9
42.87646484,2.180353738,14622.3291,2.151684295,0.036831296,320639306
42.8863945,2.180537675,14620.94922,2.151868232,0.036834444,320609047.9
42.89632034,2.180910204,14614.24512,2.152240761,0.036840821,320462040
42.90625,2.180408221,14605.37305,2.151738778,0.036832228,320267492.7
42.91617966,2.181184944,14607.1377,2.152515501,0.036845524,320306188.1
42.9261055,2.182097873,14603.63184,2.15342843,0.036861151,320229311.4
42.93603516,2.182290889,14595.12402,2.153621446,0.036864455,320042751.4
42.94596481,2.1818229,14594.45898,2.153153457,0.036856444,320028168.3
42.95589066,2.183133271,14605.71875,2.154463828,0.036878874,320275073.3
42.96582031,2.183871577,14620.74707,2.155202134,0.036891512,320604615.2
42.97574997,2.184496028,14619.99609,2.155826585,0.036902201,320588147.6
42.98567581,2.185333986,14616.45801,2.156664543,0.036916545,320510564.4
42.99560547,2.18631723,14617.47949,2.157647787,0.036933375,320532963.5
43.00553513,2.186637372,14613.55469,2.157967929,0.036938855,320446900.2
43.01546097,2.186167287,14605.10547,2.157497844,0.036930809,320261625.2
43.02539063,2.186735161,14608.82422,2.158065718,0.036940529,320343170.2
43.03532028,2.187289298,14618.86328,2.158619855,0.036950015,320563307.3
43.04524612,2.188025042,14620.91504,2.159355599,0.036962609,320608298.4
43.05517578,2.188701648,14608.50098,2.160032205,0.03697419,320336082.2
43.06510544,2.189296763,14613.16406,2.16062732,0.036984377,320438334.5
43.07503128,2.189532854,14619.04004,2.160863411,0.036988419,320567183.3
43.08496094,2.19038222,14613.58398,2.161712777,0.037002957,320447542.5
43.09489059,2.19045952,14612.47754,2.161790077,0.037004281,320423280.4
43.10481644,2.191547072,14611.49023,2.162877629,0.037022897,320401630.6
43.11474609,2.191392705,14619.95313,2.162723262,0.037020254,320587205.6
43.12467575,2.191908425,14615.68164,2.163238982,0.037029082,320493540.1
43.13460159,2.192457905,14621.19238,2.163788462,0.037038488,320614379.9
43.14453125,2.193454653,14619.7998,2.16478521,0.03705555,320583843.4
43.15446091,2.192957327,14613.76465,2.164287884,0.037047037,320451504.2
43.16438675,2.194038359,14610.25684,2.165368916,0.037065541,320374584.8
43.17431641,2.194817411,14621.02539,2.166147968,0.037078877,320610718.2
43.18424606,2.195321489,14623.12598,2.166652046,0.037087505,320656780
43.19417191,2.196697751,14622.54102,2.168028308,0.037111063,320643953
43.20410156,2.195450943,14623.43945,2.1667815,0.037089721,320663653.8
43.21403122,2.196686342,14624.55762,2.168016899,0.037110868,320688173.1
43.22395706,2.197294962,14622.41309,2.168625519,0.037121286,320641147.7
43.23388672,2.197969472,14615.02246,2.169300029,0.037132832,320479085.6
43.24381638,2.198205562,14609.76172,2.169536119,0.037136873,320363727.7
43.25374222,2.198662143,14612.94238,2.1699927,0.037144688,320433473.4
43.26367188,2.198932227,14624.58887,2.170262784,0.037149312,320688858.4
43.27360153,2.199511277,14625.68652,2.170841834,0.037159223,320712927.7
43.28352737,2.200235846,14622.63672,2.171566402,0.037171626,320646051.5
43.29345703,2.201269148,14630.64941,2.172599705,0.037189314,320821754.3
43.30338669,2.201789059,14626.83887,2.173119616,0.037198213,320738196.5
43.31331253,2.20162794,14619.8125,2.172958497,0.037195455,320584121.8
43.32324219,2.202134347,14619.63184,2.173464904,0.037204124,320580160.3
43.33317184,2.202867763,14614.4668,2.17419832,0.037216678,320466901
43.34309769,2.202783711,14613.88672,2.174114268,0.037215239,320454181
43.35302734,2.203553682,14618.7168,2.174884239,0.037228419,320560095.3
43.362957,2.203496872,14618.52832,2.174827428,0.037227447,320555962.3
43.37288284,2.205236349,14621.75684,2.176566906,0.037257222,320626757.5
43.3828125,2.205511089,14625.94336,2.176841646,0.037261925,320718559.7
43.39274216,2.20587221,14627.05859,2.177202767,0.037268106,320743014.5
43.402668,2.206448931,14633.8291,2.177779488,0.037277978,320891478.7
43.41259766,2.206533216,14629.7959,2.177863773,0.037279421,320803038.4
43.42252731,2.207766287,14624.40234,2.179096844,0.037300528,320684768.1
43.43245316,2.208038699,14620.67578,2.179369256,0.037305191,320603051.9
43.44238281,2.207741374,14611.27832,2.179071931,0.037300102,320396983.8
43.45231247,2.208254533,14611.62695,2.17958509,0.037308885,320404628.6
43.46223831,2.208363498,14611.75195,2.179694055,0.037310751,320407369.6
43.47216797,2.208990278,14619.10547,2.180320835,0.03732148,320568618.1
43.48209763,2.209735103,14621.68945,2.18106566,0.037334229,320625279.7
43.49202347,2.211124869,14630.00879,2.182455426,0.037358018,320807706.7
43.50195313,2.21193349,14638.9375,2.183264047,0.03737186,321003496
43.51188278,2.212003805,14632.39941,2.183334362,0.037373063,320860128.4
43.52180862,2.211828949,14622.95801,2.183159506,0.03737007,320653096.8
43.53173828,2.211890183,14614.80176,2.18322074,0.037371118,320474246
43.54166794,2.213436877,14614.75684,2.184767434,0.037397594,320473261
43.55159378,2.21317797,14614.66699,2.184508527,0.037393162,320471290.8
43.56152344,2.214090899,14612.81738,2.185421456,0.037408789,320430732.4
43.57145309,2.214449691,14627.30762,2.185780248,0.037414931,320748475.3
43.58137894,2.215680433,14630.10938,2.18701099,0.037435998,320809912.4
43.59130859,2.215616871,14622.01074,2.186947428,0.03743491,320632325
43.60123825,2.216391265,14636.26172,2.187721822,0.037448165,320944821.3
43.61116409,2.216102788,14629.0625,2.187433345,0.037443227,320786956.4
43.62109375,2.217451809,14629.50977,2.188782366,0.037466319,320796764.2
43.63102341,2.217815258,14621.76758,2.189145815,0.03747254,320626993
43.64094925,2.217299771,14621.11816,2.188630328,0.037463717,320612752.4
43.65087891,2.218812006,14628.54883,2.190142563,0.037489602,320775692.6
43.66080856,2.219045768,14633.37793,2.190376325,0.037493604,320881585.4
43.67073441,2.220170107,14627.74121,2.191500664,0.037512849,320757983.1
43.68066406,2.219838556,14627.16113,2.191169113,0.037507174,320745263
43.69059372,2.221269067,14636.20703,2.192599624,0.037531661,320943622.1
43.70051956,2.2217324,14632.76953,2.193062957,0.037539592,320868244.4
43.71044922,2.222025301,14628.70801,2.193355858,0.037544606,320779183.1
43.72037888,2.222372917,14616.29297,2.193703474,0.037550556,320506945.4
43.73030472,2.221700735,14612.98828,2.193031292,0.03753905,320434479.9
43.74023438,2.223249525,14624.30762,2.194580082,0.037565561,320682691.1
43.75016403,2.22364231,14631.13184,2.194972867,0.037572285,320832333
43.76008987,2.224403201,14627.12305,2.195733758,0.037585309,320744428
43.77001953,2.22446234,14625.63379,2.195792897,0.037586321,320711771.4
43.77994919,2.226149663,14636.92676,2.19748022,0.037615204,320959404.4
43.78987503,2.225819975,14630.81152,2.197150532,0.037609561,320825309
43.79980469,2.226694487,14627.4541,2.198025044,0.03762453,320751687.3
43.80973434,2.2267194,14627.77539,2.198049957,0.037624956,320758732.6
43.81966019,2.22793431,14637.60254,2.199264867,0.037645753,320974222.9
43.82958984,2.227813937,14622.07617,2.199144494,0.037643692,320633759.7
43.8395195,2.227807185,14614.75879,2.199137742,0.037643577,320473303.8
43.84944534,2.228656551,14617.51172,2.199987108,0.037658116,320533670.2
43.859375,2.229549224,14627.60547,2.200879781,0.037673396,320755006.6
43.86930466,2.230207669,14632.32617,2.201538226,0.037684667,320858522.4
43.8792305,2.230818616,14628.04883,2.202149173,0.037695124,320764728.6
43.88916016,2.230430022,14623.28027,2.201760579,0.037688473,320660163.3
43.89908981,2.23077531,14628.05176,2.202105867,0.037694383,320764792.8
43.90901566,2.232051687,14625.70117,2.203382244,0.037716231,320713249
43.91894531,2.231938066,14627.86328,2.203268623,0.037714287,320760659.8
43.92887497,2.233030275,14631.18555,2.204360831,0.037732982,320833510.8
43.93880081,2.23351852,14634.57617,2.204849077,0.03774134,320907860.5
43.94873047,2.234590473,14638.54688,2.20592103,0.037759689,320994930.5
43.95866013,2.234122716,14637.74023,2.205453273,0.037751682,320977242.2
43.96858597,2.235728316,14644.97363,2.207058873,0.037779166,321135856.6
43.97851563,2.235875931,14640.58594,2.207206488,0.037781693,321039643.1
43.98844528,2.236189321,14631.88086,2.207519878,0.037787057,320848757.6
43.99837112,2.236420754,14633.21094,2.207751311,0.037791019,320877923.6
44.00830078,2.237050096,14636.16895,2.208380653,0.037801791,320942787.1
44.01823044,2.237781184,14634.03027,2.209111741,0.037814306,320895890
44.02815628,2.238714369,14632.24121,2.210044926,0.037830279,320856659.3
44.03808594,2.238401212,14633.98828,2.209731769,0.037824919,320894969.2
44.04801559,2.239052905,14642.84668,2.210383462,0.037836074,321089216.7
44.05794144,2.2401202,14645.00098,2.211450757,0.037854344,321136456.3
44.06787109,2.240519971,14641.9209,2.211850528,0.037861187,321068916.2
44.07780075,2.240456408,14630.23145,2.211786965,0.037860099,320812589.2
44.08772659,2.241246635,14630.15527,2.212577192,0.037873625,320810918.7
44.09765625,2.241539536,14627.46289,2.212870093,0.037878639,320751880.1
44.10758591,2.242050599,14627.52051,2.213381156,0.037887387,320753143.6
44.11751175,2.242452698,14627.73535,2.213783255,0.03789427,320757854.6
44.12744141,2.243177034,14618.85254,2.214507591,0.037906669,320563071.8
44.13737106,2.2434087,14620.75098,2.214739257,0.037910634,320604700.9
44.14729691,2.243744675,14628.74805,2.215075232,0.037916385,320780061.1
44.15722656,2.244689502,14632.55957,2.216020059,0.037932558,320863640.4
44.16715622,2.245295793,14638.37109,2.21662635,0.037942936,320991075.7
44.17708206,2.245440846,14633.64941,2.216771403,0.037945419,320887538.4
44.18701172,2.245874843,14634.3291,2.2172054,0.037952848,320902442.7
44.19694138,2.24635168,14641.45898,2.217682237,0.037961011,321058787.2
44.20686722,2.247173805,14636.68555,2.218504362,0.037975083,320954115.1
44.21679688,2.24718079,14621.22754,2.218511347,0.037975203,320615150.9
44.22672653,2.247544006,14620.04883,2.218874562,0.03798142,320589304.1
44.23665237,2.247687196,14625.99609,2.219017753,0.037983871,320719716
44.24658203,2.248924691,14638.09375,2.220255248,0.038005054,320984994.2
44.25651169,2.249449259,14640.7998,2.220779816,0.038014033,321044332.6
44.26643753,2.250296297,14644.32813,2.221626853,0.038028532,321121702
44.27636719,2.250214573,14643.57129,2.22154513,0.038027133,321105106
44.28629684,2.251127502,14641.60742,2.222458059,0.03804276,321062042.2
44.29622269,2.251711208,14645.29102,2.223041765,0.038052752,321142816.4
44.30615234,2.252212958,14648.20898,2.223543515,0.038061341,321206801.6
44.316082,2.253134968,14641.45313,2.224465525,0.038077123,321058658.9
44.32600784,2.252644626,14641.80176,2.223975183,0.03806873,321066303.7
44.3359375,2.253593644,14647.29297,2.224924201,0.038084974,321186715.2
44.34586716,2.253968501,14648.49609,2.225299058,0.038091391,321213097.3
44.355793,2.254735911,14643.83105,2.226066468,0.038104527,321110802
44.36572266,2.254799707,14645.76563,2.226130264,0.038105619,321153223.6
44.37565231,2.256380161,14643.02441,2.227710718,0.038132672,321093114
44.38557816,2.256003208,14642.79883,2.227333765,0.03812622,321088167.5
44.39550781,2.257156884,14649.14453,2.228487441,0.038145968,321227316.4
44.40543747,2.25692289,14630.75781,2.228253446,0.038141962,320824131.3
44.41536331,2.257349901,14633.76172,2.228680458,0.038149272,320890001.2
44.42529297,2.258049324,14637.60449,2.229379881,0.038161244,320974265.7
44.43522263,2.258406021,14643.5752,2.229736578,0.03816735,321105191.8
44.44514847,2.258503344,14642.19824,2.229833901,0.038169016,321074997.7
44.45507813,2.259661676,14642.91602,2.230992233,0.038188843,321090737.2
44.46500778,2.25997041,14644.96582,2.231300967,0.038194128,321135685.4
44.47493362,2.260420006,14654.61816,2.231750563,0.038201824,321347342.4
44.48486328,2.261376241,14651.53125,2.232706798,0.038218192,321279652.5
44.49479294,2.262116643,14647.18457,2.2334472,0.038230866,321184338.2
44.50471878,2.261887072,14647.19824,2.233217629,0.038226936,321184638
44.51464844,2.262732014,14643.12891,2.234062571,0.0382414,321095405.5
44.52457809,2.263340401,14646.42383,2.234670957,0.038251814,321167656.7
44.53450394,2.263908274,14656.5918,2.235238831,0.038261534,321390620.5
44.54443359,2.263919683,14646.27832,2.23525024,0.03826173,321164465.9
44.55436325,2.264955314,14651.50488,2.236285871,0.038279457,321279074.2
44.56428909,2.265495714,14642.10449,2.236826271,0.038288707,321072941.9
44.57421875,2.265175572,14653.50586,2.236506129,0.038283227,321322951.9
44.58414841,2.265970223,14643.7832,2.23730078,0.03829683,321109752.8
44.59407425,2.26626778,14645.08789,2.237598337,0.038301923,321138362.1
44.60400391,2.266678726,14644.63965,2.238009283,0.038308957,321128533.1
44.61393356,2.268863376,14654.18555,2.240193933,0.038346353,321337856.1
44.62385941,2.268300392,14649.18848,2.239630949,0.038336716,321228280.1
44.63378906,2.268613782,14648.92188,2.239944339,0.03834208,321222434.1
44.64371872,2.268715762,14637.4375,2.240046319,0.038343826,320970603.9
44.65364456,2.268956741,14634.34863,2.240287298,0.038347951,320902871
44.66357422,2.270026132,14648.27539,2.241356689,0.038366256,321208257.8
44.67350388,2.270916477,14645.66797,2.242247034,0.038381497,321151082.1
44.68342972,2.271586331,14660.0166,2.242916888,0.038392963,321465719.8
44.69335938,2.27195886,14655.84961,2.243289417,0.03839934,321374345.7
44.70328903,2.272762824,14660.80664,2.244093381,0.038413101,321483043.8
44.71321487,2.274309052,14656.32227,2.245639609,0.038439569,321384710.3
44.72314453,2.273562131,14653.10449,2.244892688,0.038426783,321314150.6
44.73307419,2.273521153,14644.16797,2.24485171,0.038426082,321118190
44.74300003,2.274499973,14656.1748,2.24583053,0.038442837,321381476.5
44.75292969,2.275090432,14653.54883,2.246420989,0.038452944,321323894.1
44.76285934,2.275699051,14656.99805,2.247029608,0.038463362,321399528.8
44.77278519,2.276686952,14669.53516,2.248017508,0.038480272,321674443.3
44.78271484,2.277050167,14653.99512,2.248380724,0.03848649,321333680.4
44.7926445,2.276941203,14642.30469,2.24827176,0.038484624,321077331.9
44.80257034,2.277095569,14641.37793,2.248426126,0.038487267,321057009.9
44.8125,2.277381951,14643.08691,2.248712508,0.038492169,321094484.5
44.82242966,2.278065542,14646.21777,2.249396099,0.03850387,321163138.2
44.8323555,2.279050881,14649.6875,2.250381438,0.038520737,321239222.6
44.84228516,2.279677661,14651.32617,2.251008218,0.038531466,321275155.5
44.85221481,2.2801999,14649.0166,2.251530457,0.038540405,321224511.1
44.86214066,2.280770103,14645.92676,2.252100659,0.038550165,321156756.9
44.87207031,2.281176625,14648.17871,2.252507182,0.038557124,321206137.8
44.88199997,2.281494439,14649.6377,2.252824996,0.038562564,321238130.6
44.89192581,2.28259596,14646.96973,2.253926517,0.038581419,321179627.2
44.90185547,2.282318892,14646.46387,2.253649449,0.038576677,321168534.7
44.91178513,2.282639034,14648.31836,2.253969591,0.038582157,321209200
44.92171097,2.283740556,14652.49609,2.255071113,0.038601012,321300809.6
44.93164063,2.283422509,14653.70313,2.254753066,0.038595568,321327277.6
44.94157028,2.283931244,14656.19727,2.255261801,0.038604276,321381969.3
44.95149612,2.285114257,14659.36426,2.256444814,0.038624526,321451415.2
44.96142578,2.285729628,14652.10742,2.257060185,0.03863506,321292286.8
44.97135544,2.285454888,14652.7373,2.256785445,0.038630357,321306098.8
44.98128128,2.285895636,14641.79883,2.257226193,0.038637901,321066239.4
44.99121094,2.286810661,14641.58887,2.258141218,0.038653564,321061635.4
45.00114059,2.287182957,14648.03125,2.258513514,0.038659937,321202904.3
45.01106644,2.287748503,14646.94043,2.25907906,0.038669618,321178984.7
45.02099609,2.287932672,14651.05469,2.259263229,0.03867277,321269202.5
45.03092575,2.288654912,14647.32324,2.259985469,0.038685133,321187379
45.04085159,2.289226977,14655.54102,2.260557534,0.038694925,321367579
45.05078125,2.289976459,14668.94043,2.261307016,0.038707754,321661402
45.06071091,2.290476114,14668.2168,2.261806671,0.038716307,321645534.2
45.07063675,2.291061915,14668.87012,2.262392472,0.038726335,321659860.3
45.08056641,2.291525016,14661.84473,2.262855573,0.038734262,321505807.1
45.09049606,2.291977173,14657.88379,2.26330773,0.038742002,321418951.4
45.10042191,2.292778809,14659.80957,2.264109366,0.038755723,321461180
45.11035156,2.293532714,14674.96582,2.264863271,0.038768628,321793527.1
45.12028122,2.294720383,14668.2666,2.26605094,0.038788958,321646626.2
45.13020706,2.293816535,14656.10547,2.265147092,0.038773487,321379956.3
45.14013672,2.294500126,14653.92578,2.265830683,0.038785188,321332159.9
45.15006638,2.294613514,14649.42188,2.265944071,0.038787129,321233398.1
45.15999222,2.295183716,14653.43945,2.266514273,0.038796889,321321495.6
45.16992188,2.295712708,14653.88965,2.267043265,0.038805944,321331367.6
45.17985153,2.296841471,14666.45801,2.268172027,0.038825266,321606967.4
45.18977737,2.296798164,14664.8418,2.268128721,0.038824524,321571527
45.19970703,2.297500148,14670.00684,2.268830705,0.038836541,321684786.3
45.20963669,2.299032873,14670.54395,2.270363429,0.038862777,321696564.1
45.21956253,2.297897357,14660.03906,2.269227914,0.03884334,321466212.3
45.22949219,2.30006827,14661.02051,2.271398827,0.0388805,321487733.6
45.23942184,2.299977466,14669.00488,2.271308023,0.038878946,321662815.3
45.24934769,2.300702035,14675.9502,2.272032592,0.038891349,321815112.7
45.25927734,2.301303903,14660.71875,2.27263446,0.038901651,321481116.5
45.269207,2.301392378,14658.9541,2.272722935,0.038903166,321442421.2
45.27913284,2.301580971,14654.84863,2.272911528,0.038906394,321352396.2
45.2890625,2.302686917,14657.11523,2.274017474,0.038925325,321402098.3
45.29899216,2.302959329,14655.24902,2.274289885,0.038929988,321361176
45.308918,2.302857116,14652.91113,2.274187673,0.038928238,321309910.6
45.31884766,2.303722315,14659.16016,2.275052871,0.038943048,321446939.7
45.32877731,2.304144902,14658.54688,2.275475459,0.038950282,321433491.6
45.33870316,2.30521895,14663.36035,2.276549507,0.038968667,321539041.7
45.34863281,2.305552829,14668.40234,2.276883386,0.038974382,321649602.8
45.35856247,2.305539092,14671.99805,2.276869649,0.038974147,321728449.7
45.36848831,2.306497656,14667.88477,2.277828213,0.038990555,321638253.5
45.37841797,2.306745155,14664.93945,2.278075712,0.038994791,321573668.3
45.38834763,2.307682997,14662.67383,2.279013554,0.039010845,321523987.7
45.39827347,2.308943309,14662.02832,2.280273866,0.039032418,321509832.9
45.40820313,2.308228053,14658.8125,2.27955861,0.039020175,321439316.2
45.41813278,2.308863914,14656.24609,2.280194471,0.039031059,321383039.8
45.42805862,2.309801523,14667.96094,2.28113208,0.039047109,321639923.7
45.43798828,2.310015261,14673.50293,2.281345818,0.039050767,321761448.8
45.44791794,2.310728421,14664.49316,2.282058978,0.039062975,321563882
45.45784378,2.310571494,14659.6416,2.281902051,0.039060288,321457496.7
45.46777344,2.31158454,14662.50879,2.282915097,0.039077629,321520368.6
45.47770309,2.312354278,14667.14258,2.283684835,0.039090805,321621978.7
45.48762894,2.313108183,14672.78809,2.28443874,0.03910371,321745773.8
45.49755859,2.313119359,14663.50977,2.284449916,0.039103901,321542318.2
45.50748825,2.313258126,14651.39258,2.284588683,0.039106277,321276611.7
45.51741409,2.313684905,14647.22754,2.285015462,0.039113582,321185280.5
45.52734375,2.314132405,14643.60156,2.285462962,0.039121242,321105769.8
45.53727341,2.314268611,14651.53613,2.285599168,0.039123574,321279759.5
45.54719925,2.315297257,14651.8252,2.286627814,0.039141181,321286098.2
45.55712891,2.315261168,14650.49902,2.286591725,0.039140564,321257017.7
45.56705856,2.316289581,14655.00879,2.287620138,0.039158167,321355908.2
45.57698441,2.31664395,14663.64258,2.287974507,0.039164233,321545230.5
45.58691406,2.317659091,14670.58887,2.288989648,0.03918161,321697549.1
45.59684372,2.317972481,14666.69434,2.289303038,0.039186974,321612149.6
45.60676956,2.318419982,14668.79883,2.289750539,0.039194634,321658297
45.61669922,2.319071675,14664.57129,2.290402232,0.03920579,321565595.3
45.62662888,2.319487277,14662.62793,2.290817834,0.039212904,321522981.2
45.63655472,2.31958949,14667.72266,2.290920047,0.039214653,321634698.7
45.64648438,2.32067029,14678.18457,2.292000847,0.039233154,321864108.1
45.65641403,2.32137437,14682.7959,2.292704927,0.039245206,321965225.6
45.66633987,2.321276581,14683.20313,2.292607138,0.039243532,321974155.4
45.67626953,2.322373679,14673.56055,2.293704236,0.039262311,321762712.3
45.68619919,2.32261885,14665.97949,2.293949407,0.039266508,321596474.4
45.69612503,2.32352945,14675.65332,2.294860007,0.039282095,321808602.7
45.70605469,2.323949477,14670.35449,2.295280034,0.039289285,321692409.6
45.71598434,2.323802095,14664.4834,2.295132652,0.039286762,321563668
45.72591019,2.32445146,14665.66895,2.295782017,0.039297878,321589664.8
45.73583984,2.32500094,14677.75195,2.296331497,0.039307283,321854621.6
45.7457695,2.325932262,14676.61719,2.297262819,0.039323225,321829738.5
45.75569534,2.326247981,14677.30469,2.297578538,0.03932863,321844814
45.765625,2.326940652,14677.17383,2.298271209,0.039340486,321841944.5
45.77555466,2.327090362,14671.50098,2.298420919,0.039343049,321717549.9
45.7854805,2.32774904,14670.45313,2.299079597,0.039354324,321694572.6
45.79541016,2.328005619,14672.13672,2.299336176,0.039358716,321731490.5
45.80533981,2.329361159,14675.31738,2.300691716,0.039381919,321801236.2
45.81526566,2.329381648,14668.91699,2.300712205,0.03938227,321660888
45.82519531,2.328859409,14661.70313,2.300189966,0.03937333,321502702.1
45.83512497,2.329692943,14661.36035,2.3010235,0.039387598,321495185.6
45.84505081,2.330619376,14672.40625,2.301949933,0.039403457,321737400.7
45.85498047,2.331597963,14676.02441,2.30292852,0.039420207,321816740
45.86491013,2.331693424,14669.19824,2.303023981,0.039421842,321667055.3
45.87483597,2.332200063,14671.5625,2.30353062,0.039430514,321718898.9
45.88476563,2.332263393,14676.65625,2.30359395,0.039431598,321830595
45.89469528,2.332974458,14679.42383,2.304305015,0.03944377,321891282.7
45.90462112,2.333585173,14682.3877,2.30491573,0.039454223,321956274.6
45.91455078,2.334248275,14673.74512,2.305578832,0.039465574,321766759.6
45.92448044,2.334284596,14666.83008,2.305615153,0.039466196,321615126.2
45.93440628,2.33535422,14672.51758,2.306684777,0.039484505,321739842
45.94433594,2.335052239,14674.56445,2.306382796,0.039479336,321784725.9
45.95426559,2.336430829,14684.67969,2.307761386,0.039502934,322006533.5
45.96419144,2.337143756,14686.65527,2.308474313,0.039515137,322049854.1
45.97412109,2.337652491,14689.42383,2.308983048,0.039523845,322110563.3
45.98405075,2.338149818,14674.3125,2.309480375,0.039532358,321779201.1
45.99397659,2.338097664,14666.06543,2.309428221,0.039531466,321598358.9
46.00390625,2.338981023,14670.50684,2.31031158,0.039546586,321695750.4
46.01383591,2.339855302,14680.42969,2.311185859,0.039561552,321913339.2
46.02376175,2.340182196,14675.91309,2.311512753,0.039567147,321814298.9
46.03369141,2.340300241,14673.73535,2.311630798,0.039569168,321766545.3
46.04362106,2.340874868,14669.87598,2.312205424,0.039579004,321681916.8
46.05354691,2.341501648,14663.77539,2.312832205,0.039589733,321548142.7
46.06347656,2.341608517,14658.9502,2.312939074,0.039591562,321442335.7
46.07340622,2.341381274,14656.18164,2.312711831,0.039587673,321381626.5
46.08333206,2.34283926,14667.96191,2.314169817,0.03961263,321639945
46.09326172,2.34315265,14670.09766,2.314483207,0.039617994,321686777.8
46.10319138,2.344376873,14672.5791,2.31570743,0.03963895,321741191
46.11311722,2.344281413,14665.4541,2.31561197,0.039637315,321584953.6
46.12304688,2.344726352,14669.05371,2.316056909,0.039644932,321663886
46.13297653,2.345242072,14674.38574,2.316572629,0.039653759,321780807.1
46.14290237,2.345378045,14678.34766,2.316708602,0.039656087,321867684.3
46.15283203,2.346352441,14671.51367,2.317682998,0.039672766,321717828.2
46.16276169,2.346593188,14671.08887,2.317923745,0.039676887,321708513.2
46.17268753,2.347310772,14679.95313,2.318641329,0.03968917,321902889.2
46.18261719,2.347978298,14682.18164,2.319308855,0.039700597,321951756.1
46.19254684,2.348294016,14682.75098,2.319624573,0.039706001,321964240.6
46.20247269,2.349104965,14689.47949,2.320435522,0.039719882,322111783.8
46.21240234,2.348250942,14672.92969,2.319581499,0.039705264,321748878.8
46.222332,2.349563641,14669.98047,2.320894198,0.039727734,321684208.1
46.23225784,2.350126859,14670.3125,2.321457416,0.039737374,321691488.9
46.2421875,2.350319875,14682.57031,2.321650432,0.039740678,321960278.9
46.25211716,2.351277974,14682.24512,2.32260853,0.039757079,321953148.1
46.262043,2.351763891,14678.74023,2.323094448,0.039765396,321876292.6
46.27197266,2.352542942,14694.58008,2.323873499,0.039778732,322223629.8
46.28190231,2.352388576,14688.67969,2.323719133,0.039776089,322094245.7
46.29182816,2.352767624,14685.83984,2.324098181,0.039782578,322031973.3
46.30175781,2.354148543,14681.19824,2.325479099,0.039806215,321930192
46.31168747,2.353526419,14681.74512,2.324856976,0.039795566,321942184
46.32161331,2.354847966,14686.28027,2.326178523,0.039818188,322041631.1
46.33154297,2.355477074,14684.41016,2.326807631,0.039828956,322000623.2
46.34147263,2.356294543,14686.58594,2.327625099,0.039842949,322048333.8
46.35139847,2.355747158,14676.55957,2.327077715,0.03983358,321828475
46.36132813,2.356471727,14684.63867,2.327802284,0.039845982,322005634
46.37125778,2.356744371,14682.23047,2.328074928,0.039850649,321952826.8
46.38118362,2.357825171,14690.18262,2.329155728,0.03986915,322127202
46.39111328,2.358610975,14692.21875,2.329941532,0.039882601,322171850.4
46.40104294,2.359251259,14696.72363,2.330581816,0.039893561,322270633.7
46.41096878,2.359049395,14678.03125,2.330379952,0.039890105,321860746.1
46.42089844,2.360391431,14669.57617,2.331721988,0.039913078,321675342.6
46.43082809,2.360763727,14681.35742,2.332094284,0.03991945,321933682.5
46.44075394,2.36108643,14677.12695,2.332416987,0.039924974,321840916.5
46.45068359,2.360850107,14675.96094,2.332180664,0.039920929,321815348.2
46.46061325,2.361919731,14677.26465,2.333250288,0.039939238,321843936
46.47053909,2.362319501,14685.87891,2.333650058,0.039946081,322032830
46.48046875,2.363534179,14682.88184,2.334864736,0.039966873,321967110.1
