sec,mm,N,mm (normalized),strain,stress
0.113444008,0.000731242,438.855835,0,0,9623256.965
0.123372398,0.001394355,470.0328369,0.000663114,1.13508E-05,10306908.13
0.133300781,0.001857626,505.7223511,0.001126385,1.92808E-05,11089509.92
0.143229172,0.002082449,534.8477173,0.001351207,2.31292E-05,11728172.69
0.153157547,0.002273208,575.2374878,0.001541966,2.63945E-05,12613842
0.163085938,0.00312708,617.6047974,0.002395839,4.10106E-05,13542874.89
0.173014328,0.003308755,660.944397,0.002577513,4.41204E-05,14493228.22
0.182942703,0.00436247,704.2908936,0.003631228,6.21573E-05,15443732.79
0.192871094,0.003983223,736.718689,0.003251982,5.56656E-05,16154811.42
0.202799484,0.004816657,774.0262451,0.004085415,6.99318E-05,16972893.74
0.21272786,0.005336702,805.4794922,0.00460546,7.88336E-05,17662602.42
0.22265625,0.005881726,838.9662476,0.005150485,8.8163E-05,18396901.99
0.23258464,0.006506234,873.4734497,0.005774992,9.8853E-05,19153577.98
0.242513016,0.006667471,911.7164307,0.005936229,0.000101613,19992172.36
0.252441406,0.006896835,941.6360474,0.006165594,0.000105539,20648251.5
0.262369782,0.008064097,992.5390625,0.007332855,0.00012552,21764455.85
0.272298187,0.008429717,1042.619629,0.007698475,0.000131778,22862625.51
0.282226563,0.009051954,1105.472168,0.008320713,0.000142429,24240859.74
0.292154938,0.009796821,1135.526001,0.00906558,0.000155179,24899881.98
0.302083343,0.009642398,1172.815552,0.008911157,0.000152536,25717569.48
0.312011719,0.011243408,1203.541992,0.010512167,0.000179941,26391340.7
0.321940094,0.010966354,1239.51416,0.010235113,0.000175199,27180140.55
0.3318685,0.011177551,1275.730225,0.010446309,0.000178814,27974288.57
0.341796875,0.012026881,1327.220459,0.01129564,0.000193352,29103369.51
0.35172525,0.011781621,1362.209717,0.011050379,0.000189154,29870616.04
0.361653656,0.012753581,1400.775391,0.01202234,0.000205792,30716286.44
0.371582031,0.013534784,1443.401367,0.012803542,0.000219164,31650991.4
0.381510407,0.014706588,1486.760742,0.013975346,0.000239222,32601778.37
0.391438812,0.014420449,1520.675415,0.013689207,0.000234324,33345461.34
0.401367188,0.015022247,1564.811401,0.014291005,0.000244625,34313277.89
0.411295563,0.015376514,1609.627075,0.014645272,0.000250689,35295998.66
0.421223968,0.015880662,1651.467896,0.01514942,0.000259319,36213486.67
0.431152344,0.016598276,1695.600952,0.015867035,0.000271603,37181238.97
0.441080719,0.016559672,1742.678467,0.01582843,0.000270942,38213557.52
0.451009125,0.017797332,1795.681763,0.017066091,0.000292128,39375816.96
0.4609375,0.01837188,1841.301514,0.017640639,0.000301962,40376169.59
0.470865875,0.018885112,1874.012939,0.01815387,0.000310748,41093467.68
0.480794281,0.01914854,1894.697144,0.018417298,0.000315257,41547032.15
0.490722656,0.018701166,1910.335449,0.017969925,0.000307599,41889949.85
0.500651062,0.019507348,1945.986572,0.018776106,0.000321399,42671709.8
0.510579407,0.020031935,1990.806763,0.019300694,0.000330378,43654529.62
0.520507813,0.020776801,2034.34082,0.020045559,0.000343128,44609147.03
0.530436218,0.020890348,2077.011719,0.020159106,0.000345072,45544837.04
0.540364563,0.021975857,2117.118164,0.021244615,0.000363653,46424293.57
0.550292969,0.022289247,2148.560303,0.021558005,0.000369018,47113758.67
0.560221374,0.022668492,2195.677246,0.02193725,0.000375509,48146941.82
0.57014972,0.02356097,2228.514893,0.022829728,0.000390786,48867007.69
0.580078125,0.023336148,2266.516357,0.022604906,0.000386938,49700306.08
0.59000653,0.024785004,2314.24585,0.024053762,0.000411738,50746921.24
0.599934876,0.024712335,2355.515137,0.023981094,0.000410495,51651876.63
0.609863281,0.025847803,2397.927246,0.025116561,0.000429931,52581891.9
0.619791687,0.026156651,2423.03125,0.025425409,0.000435218,53132374
0.629720032,0.026338326,2446.242432,0.025607085,0.000438327,53641350.17
0.639648438,0.027210366,2482.271729,0.026479125,0.000453254,54431402.75
0.649576843,0.027385227,2513.613037,0.026653986,0.000456248,55118656.83
0.659505188,0.027164948,2549.641357,0.026433706,0.000452477,55908687.99
0.669433594,0.028030174,2586.485596,0.027298932,0.000467287,56716610.65
0.679361999,0.028277705,2620.561035,0.027546464,0.000471525,57463818.92
0.689290345,0.028881776,2646.08252,0.028150534,0.000481865,58023455.56
0.69921875,0.028981696,2675.141846,0.028250455,0.000483575,58660670.2
0.709147155,0.029647081,2708.017334,0.028915839,0.000494965,59381565.87
0.719075501,0.029622101,2735.251221,0.028890859,0.000494537,59978752.16
0.729003906,0.030262505,2781.617676,0.029531263,0.000505499,60995478.56
0.738932312,0.031039166,2825.937744,0.030307924,0.000518794,61967331.67
0.748860657,0.03127307,2862.119629,0.030541828,0.000522797,62760730.2
0.758789063,0.032969459,2897.328125,0.032238218,0.000551835,63532784.2
0.768717468,0.031738611,2917.243164,0.03100737,0.000530766,63969482.37
0.778645813,0.032855914,2939.560059,0.032124673,0.000549892,64458848.57
0.788574219,0.033335084,2959.294189,0.032603842,0.000558094,64891579.77
0.798502624,0.033612137,2989.177246,0.032880896,0.000562836,65546857.22
0.80843097,0.033680262,3020.286133,0.032949021,0.000564002,66229014.74
0.818359375,0.034545494,3054.956055,0.033814252,0.000578813,66989258.86
0.82828778,0.034718083,3088.876221,0.033986841,0.000581767,67733062.29
0.838216126,0.034972429,3124.229248,0.034241187,0.000586121,68508285.58
0.848144531,0.035560599,3165.480713,0.034829357,0.000596189,69412850.17
0.858072937,0.036201003,3204.911133,0.035469762,0.000607151,70277482.77
0.868001282,0.03664157,3245.97876,0.035910328,0.000614692,71178016.15
0.877929688,0.036936788,3280.798584,0.036205546,0.000619746,71941547.34
0.887858093,0.037266076,3317.757324,0.036534834,0.000625382,72751980.8
0.897786438,0.038626364,3359.54834,0.037895122,0.000648667,73668376.69
0.907714844,0.039162307,3427.688965,0.038431065,0.000657841,75162568.38
0.917643249,0.04022965,3473.635254,0.039498408,0.000676111,76170081.35
0.927571595,0.039732309,3518.662842,0.039001068,0.000667598,77157448.99
0.9375,0.040279607,3570.089844,0.039548365,0.000676966,78285143.36
0.947428405,0.041224317,3603.578369,0.040493075,0.000693137,79019481.75
0.957356751,0.041358304,3646.942627,0.040627062,0.000695431,79970375.78
0.967285156,0.042400661,3678.523438,0.04166942,0.000713273,80662881.68
0.977213562,0.04292525,3726.188721,0.042194009,0.000722253,81708088.86
0.987141907,0.043322663,3776.112061,0.042591422,0.000729055,82802810.84
0.997070313,0.044535343,3820.79126,0.043804102,0.000749813,83782538.99
1.006998658,0.044989531,3866.018799,0.044258289,0.000757588,84774291.17
1.016927123,0.045053115,3919.587646,0.044321874,0.000758676,85948952.06
1.026855469,0.046867593,3972.374023,0.046136352,0.000789736,87106454.88
1.036783814,0.046422494,4008.009033,0.045691252,0.000782117,87887861.51
1.046712279,0.047701029,4051.773438,0.046969787,0.000804002,88847529.98
1.056640625,0.047171903,4080.179199,0.046440661,0.000794945,89470413.22
1.066568971,0.04847769,4126.291504,0.047746449,0.000817296,90481566.59
1.076497436,0.048718408,4137.458984,0.047987166,0.000821417,90726447.77
1.086425781,0.048818332,4165.216309,0.048087091,0.000823127,91335112.03
1.096354127,0.049479171,4196.86084,0.048747929,0.000834439,92029015.21
1.106282592,0.050235394,4241.925781,0.049504153,0.000847384,93017201.93
1.116210938,0.049535945,4261.945801,0.048804704,0.000835411,93456202.12
1.126139283,0.051348154,4302.856934,0.050616912,0.000866431,94353303.88
1.136067748,0.051613853,4348.55957,0.050882612,0.000870979,95355474.03
1.145996094,0.052136169,4384.738281,0.051404927,0.00087992,96148802.96
1.155924439,0.052585816,4420.855957,0.051854574,0.000887617,96940793.52
1.165852904,0.053367014,4460.178223,0.052635772,0.000900989,97803054.51
1.17578125,0.052955977,4488.429199,0.052224735,0.000893953,98422543.61
1.185709596,0.053653155,4521.710449,0.052921914,0.000905887,99152336.85
1.195638061,0.053932479,4554.338379,0.053201238,0.000910668,99867804.04
1.205566406,0.054943048,4596.395508,0.054211806,0.000927967,100790035.3
1.215494752,0.056682584,4629.665039,0.055951342,0.000957743,101519571.5
1.225423217,0.055369983,4651.052246,0.054638741,0.000935275,101988551.5
1.235351563,0.056008117,4685.210938,0.055276875,0.000946198,102737585.3
1.245279908,0.05708227,4726.07373,0.056351029,0.000964585,103633627.1
1.255208373,0.057431993,4749.414063,0.056700751,0.000970571,104145435.3
1.265136719,0.057411555,4789.085449,0.056680313,0.000970221,105015351.8
1.275065064,0.058081481,4822.804688,0.05735024,0.000981688,105754749.3
1.284993529,0.058151883,4866.491699,0.057420642,0.000982894,106712720.7
1.294921875,0.05931687,4912.200684,0.058585628,0.001002835,107715030
1.304850221,0.05972337,4946.628418,0.058992129,0.001009793,108469963.4
1.314778686,0.060136681,4979.303223,0.059405439,0.001016868,109186458.5
1.324707031,0.060686245,5007.250488,0.059955003,0.001026275,109799287.8
1.334635377,0.060781626,5044.287598,0.060050384,0.001027908,110611439.8
1.344563842,0.06210331,5084.188965,0.061372069,0.001050532,111486399.3
1.354492188,0.061853512,5112.994629,0.061122271,0.001046256,112118051.7
1.364420533,0.06325468,5145.108887,0.062523438,0.00107024,112822255
1.374348998,0.063588501,5160.669434,0.062857259,0.001075954,113163467.6
1.384277344,0.062434869,5193.88623,0.061703627,0.001056207,113891847.5
1.394205689,0.063947315,5230.723633,0.063216073,0.001082096,114699620.3
1.404134154,0.064449188,5269.954102,0.063717947,0.001090687,115559868.4
1.4140625,0.065041902,5309.419434,0.064310661,0.001100833,116425266.5
1.423990846,0.065159991,5343.72998,0.06442875,0.001102854,117177630.2
1.433919311,0.066179644,5383.445313,0.065448402,0.001120308,118048510.4
1.443847656,0.066590685,5415.524414,0.065859443,0.001127344,118751942.9
1.453776002,0.06676781,5445.581543,0.066036569,0.001130376,119411037.4
1.463704467,0.067742047,5485.196289,0.067010805,0.001147052,120279711.9
1.473632813,0.06768528,5513.581543,0.066954038,0.001146081,120902145.4
1.483561158,0.068200774,5550.567383,0.067469532,0.001154905,121713173.1
1.493489623,0.068879781,5594.672363,0.068148539,0.001166528,122680309.8
1.503417969,0.069588321,5633.736816,0.068857079,0.001178656,123536917.5
1.513346314,0.07064658,5669.311035,0.069915338,0.001196771,124316991
1.523274779,0.070678369,5696.379395,0.069947127,0.001197315,124910547.6
1.533203125,0.070910006,5736.898438,0.070178764,0.00120128,125799051.6
1.543131471,0.070662471,5771.697754,0.069931229,0.001197043,126562133.1
1.553059936,0.071886512,5809.470215,0.071155271,0.001217995,127390409.9
1.562988281,0.072710856,5846.743652,0.071979615,0.001232106,128207744.1
1.572916627,0.073489784,5876.795898,0.072758542,0.001245439,128866731.5
1.582845092,0.073530668,5904.848633,0.072799426,0.001246139,129481873.6
1.592773438,0.07351704,5938.941895,0.072785798,0.001245905,130229472.6
1.602701783,0.074482188,5970.812988,0.073750947,0.001262426,130928343.9
1.612630248,0.074688847,6001.342285,0.073957606,0.001265964,131597792.1
1.622558594,0.074813746,6028.053711,0.074082505,0.001268102,132183521.9
1.632486939,0.075772077,6063.90332,0.075040836,0.001284506,132969634.2
1.642415404,0.076210374,6094.711426,0.075479132,0.001292008,133645196.2
1.65234375,0.076319375,6118.447266,0.075588133,0.001293874,134165677.1
1.662272096,0.077000652,6158.266113,0.07626941,0.001305536,135038827.2
1.672200561,0.077227749,6197.825684,0.076496507,0.001309423,135906291.8
1.682128906,0.07835868,6232.523926,0.077627439,0.001328782,136667157
1.692057252,0.078867371,6265.543457,0.07813613,0.001337489,137391211.2
1.701985717,0.079189835,6321.321289,0.078458593,0.001343009,138614310.8
1.711914063,0.07983479,6362.710938,0.079103548,0.001354049,139521905.5
1.721842408,0.080311685,6386.140625,0.079580444,0.001362212,140035673.1
1.731770873,0.081360857,6414.533203,0.080629615,0.001380171,140658267.3
1.741699219,0.081478946,6445.687012,0.080747704,0.001382193,141341409.8
1.751627564,0.081574319,6483.170898,0.080843077,0.001383825,142163358.7
1.761556029,0.081928585,6527.887207,0.081197343,0.001389889,143143900.6
1.771484375,0.083095845,6575.644043,0.082364604,0.00140987,144191115.4
1.781412721,0.083416053,6611.848145,0.082684811,0.001415351,144985001.1
1.791341186,0.084045103,6643.703613,0.083313861,0.001426119,145683529.7
1.801269531,0.085110172,6683.937988,0.084378931,0.00144435,146565791.5
1.811197877,0.085473519,6721.676758,0.084742277,0.00145057,147393329.5
1.821126342,0.08574831,6762.23291,0.085017068,0.001455273,148282647.2
1.831054688,0.085782369,6798.799805,0.085051127,0.001455856,149084488.3
1.840983033,0.086717992,6847.035645,0.08598675,0.001471872,150142206.6
1.850911498,0.087587767,6883.313477,0.086856525,0.00148676,150937709.1
1.860839844,0.087864813,6921.248535,0.087133572,0.001491502,151769551.3
1.870768189,0.088378052,6954.471191,0.087646811,0.001500288,152498059.7
1.880696654,0.089125184,6983.14502,0.088393942,0.001513077,153126821.1
1.890625,0.089474917,7026.238281,0.088743676,0.001519063,154071772.8
1.900553346,0.090258392,7060.889648,0.089527151,0.001532474,154831610
1.910481811,0.090499103,7094.974121,0.089767861,0.001536595,155579016.4
1.920410156,0.090751179,7137.39502,0.090019937,0.00154091,156509224.4
1.930338502,0.092018367,7180.222168,0.091287125,0.001562601,157448340.6
1.940266967,0.092179595,7216.195801,0.091448353,0.00156536,158237172.6
1.950195313,0.093439965,7254.009277,0.092708723,0.001586935,159066348.8
1.960123658,0.093281,7293.740234,0.092549758,0.001584214,159937571.6
1.970052123,0.094187104,7335.844727,0.093455862,0.001599724,160860841.4
1.979980469,0.094421011,7360.797363,0.09368977,0.001603728,161408004.3
1.989908814,0.095095478,7388.602051,0.094364237,0.001615273,162017707.1
1.999837279,0.095626885,7426.052734,0.094895643,0.001624369,162838928
2.009765625,0.095651856,7454.375977,0.094920614,0.001624797,163460001.7
2.01969409,0.096894066,7491.291016,0.096162824,0.00164606,164269476.9
2.029622316,0.097182477,7522.562988,0.096451236,0.001650997,164955210.6
2.039550781,0.097350523,7548.27002,0.096619281,0.001653873,165518915.9
2.049479246,0.098152159,7579.844238,0.097420917,0.001667595,166211277.3
2.059407473,0.098265707,7606.349121,0.097534466,0.001669539,166792477.9
2.069335938,0.099439785,7643.400879,0.098708543,0.001689636,167604951.1
2.079264402,0.099387551,7683.522949,0.098656309,0.001688742,168484750.2
2.089192629,0.100173296,7722.389648,0.099442055,0.001702192,169337021.5
2.099121094,0.100550271,7760.703613,0.099819029,0.001708645,170177172.4
2.109049559,0.101735706,7790.026367,0.101004465,0.001728936,170820163.5
2.118977785,0.101563113,7818.860352,0.100831872,0.001725982,171452436.9
2.12890625,0.102301165,7856.600586,0.101569923,0.001738616,172280007
2.138834715,0.103166392,7886.291016,0.102435151,0.001753426,172931060.5
2.148762941,0.103109618,7936.606445,0.102378376,0.001752454,174034380.2
2.158691406,0.103831779,7969.520508,0.103100537,0.001764816,174756121.8
2.168619871,0.104558472,7990.005859,0.103827231,0.001777255,175205325.8
2.178548098,0.104665211,8027.352539,0.103933969,0.001779082,176024266
2.188476563,0.105030827,8063.050293,0.104299586,0.00178534,176807048.5
2.198405027,0.106107254,8101.540527,0.105376013,0.001803766,177651064.6
2.208333254,0.106563712,8138.78418,0.10583247,0.001811579,178467745.7
2.218261719,0.106497857,8163.145996,0.105766615,0.001810452,179001953
2.228190184,0.107621971,8189.820313,0.106890729,0.001829694,179586869.1
2.23811841,0.10806026,8224.290039,0.107329018,0.001837196,180342723.3
2.248046875,0.108169268,8256.717773,0.107438026,0.001839062,181053800.6
2.25797534,0.108605287,8284.19043,0.107874045,0.001846526,181656222.6
2.267903566,0.109552268,8325.773438,0.108821026,0.001862736,182568057.3
2.277832031,0.109529552,8347.511719,0.10879831,0.001862347,183044735.6
2.287760496,0.110694549,8375.001953,0.109963308,0.001882289,183647543.1
2.297688723,0.110844427,8403.287109,0.110113185,0.001884854,184267781.7
2.307617188,0.110496978,8431.749023,0.109765736,0.001878907,184891896.3
2.317545652,0.112000336,8465.459961,0.111269095,0.00190464,185631111.7
2.327473879,0.112066191,8492.413086,0.111334949,0.001905768,186222141.5
2.337402344,0.11205257,8519.970703,0.111321329,0.001905535,186826426.5
2.347330809,0.113233451,8555.617188,0.112502209,0.001925748,187608084.8
2.357259035,0.11398967,8595.133789,0.113258429,0.001938693,188474607.2
2.3671875,0.114636889,8640.739258,0.113905647,0.001949771,189474646.6
2.377115965,0.114723189,8675.614258,0.113991947,0.001951249,190239387.7
2.387044191,0.115443072,8693.844727,0.11471183,0.001963571,190639146.5
2.396972656,0.115652001,8709.668945,0.114920759,0.001967148,190986140.9
2.406901121,0.116103918,8738.769531,0.115372676,0.001974883,191624260.3
2.416829348,0.116628507,8771.011719,0.115897266,0.001983863,192331268.9
2.426757813,0.117593656,8811.210938,0.116862414,0.002000384,193212759.8
2.436686277,0.117575488,8841.232422,0.116844246,0.002000073,193871072.7
2.446614504,0.118608768,8874.865234,0.117877527,0.00201776,194608575
2.456542969,0.118236327,8901.245117,0.117505085,0.002011385,195187034.7
2.466471434,0.119290045,8933.331055,0.118558804,0.002029421,195890617
2.47639966,0.119939526,8967.986328,0.119208285,0.002040539,196650539.9
2.486328125,0.12127938,9004.396484,0.120548138,0.002063474,197448944
2.49625659,0.120952369,9030.171875,0.120221127,0.002057876,198014148.3
2.506184816,0.120452765,9062.068359,0.119721524,0.002049324,198713576.3
2.516113281,0.121295277,9104.360352,0.120564036,0.002063746,199640957.7
2.526041746,0.122364887,9129.328125,0.121633645,0.002082055,200188452.5
2.535969973,0.123032543,9162.022461,0.122301302,0.002093483,200905375.8
2.545898438,0.124040846,9205.172852,0.123309604,0.002110743,201851580.2
2.555826902,0.124256578,9231.316406,0.123525336,0.002114436,202424857.6
2.565755129,0.124694881,9262.345703,0.12396364,0.002121938,203105269.9
2.575683594,0.125239894,9291.625977,0.124508653,0.002131268,203747329.5
2.585612059,0.125748586,9318.911133,0.125017344,0.002139975,204345640
2.595540285,0.125657753,9349.095703,0.124926511,0.00213842,205007529.1
2.60546875,0.126954445,9385.638672,0.126223203,0.002160616,205808845.5
2.615397215,0.127127045,9421.665039,0.126395803,0.002163571,206598833.8
2.625325441,0.127708408,9450.75,0.126977167,0.002173522,207236610.6
2.635253906,0.128046784,9479.443359,0.127315542,0.002179314,207865800.3
2.645182371,0.128303393,9498.024414,0.127572151,0.002183707,208273246.7
2.655110598,0.128616783,9512.547852,0.127885541,0.002189071,208591717.5
2.665039063,0.129354841,9546.287109,0.1286236,0.002201705,209331554
2.674967527,0.130022498,9568.049805,0.129291256,0.002213133,209808767.7
2.684895754,0.130222339,9597.630859,0.129491097,0.002216554,210457422.8
2.694824219,0.131198845,9632.426758,0.130467604,0.002233269,211220429.4
2.704752684,0.131019435,9657.121094,0.130288193,0.002230198,211761928.2
2.71468091,0.13194597,9691.263672,0.131214728,0.002246058,212510608.7
2.724609375,0.132379719,9722.029297,0.131648477,0.002253483,213185239.2
2.73453784,0.132173067,9751.753906,0.131441825,0.002249946,213837042.2
2.744466066,0.133699141,9792.711914,0.132967899,0.002276068,214735171.8
2.754394531,0.133858106,9813.607422,0.133126864,0.002278789,215193369.8
2.764322996,0.134516667,9846.138672,0.133785426,0.002290062,215906717
2.774251223,0.135774782,9870.924805,0.135043541,0.002311598,216450228.8
2.784179688,0.13553178,9895.6875,0.134800538,0.002307438,216993226.6
2.794108152,0.136256218,9924.080078,0.135524976,0.002319839,217615820.8
2.804036379,0.136092713,9947.416016,0.135361471,0.00231704,218127532.6
2.813964844,0.136937495,9975.077148,0.136206253,0.0023315,218734087.6
2.823893309,0.137014707,10001.25586,0.136283466,0.002332822,219308135.9
2.833821535,0.13817061,10032.95996,0.137439368,0.002352608,220003345.4
2.84375,0.138431773,10065.06836,0.137700531,0.002357079,220707420.2
2.853678465,0.13911986,10100.99609,0.138388619,0.002368857,221495245.7
2.863606691,0.139212963,10122.88965,0.138481722,0.002370451,221975328.9
2.873535156,0.14005549,10154.55469,0.139324249,0.002384872,222669681.8
2.883463621,0.139803407,10183.47363,0.139072166,0.002380557,223303818.2
2.893391848,0.140895732,10215.8623,0.140164491,0.002399255,224014038.9
2.903320313,0.141497541,10250.35645,0.1407663,0.002409557,224770428.5
2.913248777,0.142038014,10270.78711,0.141306772,0.002418808,225218433.3
2.923177004,0.141863158,10288.96582,0.141131917,0.002415815,225617057.1
2.933105469,0.142991805,10318.88184,0.142260563,0.002435135,226273057.3
2.943033934,0.143298385,10343.33984,0.142567143,0.002440382,226809374
2.95296216,0.143711703,10380.64258,0.142980461,0.002447457,227627350.6
2.962890625,0.144027348,10417.60449,0.143296107,0.00245286,228437853.6
2.97281909,0.145360391,10442.64941,0.144629149,0.002475679,228987040.2
2.982747316,0.146380058,10467.34277,0.145648816,0.002493133,229528517.6
2.992675781,0.145521641,10488.79395,0.144790399,0.002478439,229998900.2
3.002604246,0.14659125,10517.3916,0.145860008,0.002496748,230625991.3
3.012532473,0.146927341,10539.35547,0.146196099,0.002502501,231107616.3
3.022460938,0.147597268,10556.42969,0.146866026,0.002513968,231482020.8
3.032389402,0.146968217,10579.28125,0.146236976,0.002503201,231983111.2
3.042317629,0.148244479,10608.35645,0.147513237,0.002525047,232620673.8
3.052246094,0.148716834,10640.26758,0.147985592,0.002533132,233320423.1
3.062174559,0.148884894,10665.19824,0.148153652,0.002536009,233867104.2
3.072102785,0.149012063,10686.60645,0.148280821,0.002538186,234336544.5
3.08203125,0.149922707,10714.00195,0.149191466,0.002553774,234937274.9
3.091959715,0.150247448,10740.43262,0.149516206,0.002559333,235516848
3.101887941,0.151217144,10764.97461,0.150485902,0.002575931,236055006.3
3.111816406,0.151632732,10794.62109,0.15090149,0.002583045,236705096.2
3.121744871,0.15187572,10820.875,0.151144478,0.002587204,237280793.4
3.131673098,0.152668261,10852.65234,0.151937019,0.002600771,237977608.9
3.141601563,0.152888548,10882.75977,0.152157306,0.002604541,238637806.2
3.151530027,0.153612986,10916.34277,0.152881744,0.002616942,239374216.4
3.161458254,0.154269277,10946.78125,0.153538035,0.002628176,240041673.2
3.171386719,0.153821922,10978.50391,0.15309068,0.002620518,240737289.5
3.181315184,0.155214002,11006.60645,0.15448276,0.002644347,241353523.6
3.19124341,0.155631846,11034.13965,0.154900604,0.0026515,241957273.4
3.201171875,0.156617432,11059.68262,0.155886191,0.00266837,242517381.1
3.21110034,0.156517504,11077.39648,0.155786263,0.00266666,242905811.8
3.221028566,0.157362301,11105.23438,0.15663106,0.002681121,243516242.8
3.230957031,0.157503091,11145.08887,0.156771849,0.00268353,244390174.5
3.240885496,0.158951952,11170.38184,0.158220711,0.002708331,244944800.2
3.250813723,0.158322902,11201.7627,0.157591661,0.002697564,245632921.5
3.260742188,0.158897456,11230.90625,0.158166214,0.002707398,246271983.2
3.270670652,0.160257739,11257.12109,0.159526498,0.002730683,246846823.8
3.280598879,0.160155556,11274.62012,0.159424314,0.002728934,247230543.4
3.290527344,0.161143413,11294.91309,0.160412171,0.002745843,247675528.9
3.300455809,0.161086631,11317.4834,0.160355389,0.002744871,248170452
3.310384035,0.161806529,11336.72852,0.161075287,0.002757194,248592460.1
3.3203125,0.161881457,11370.85254,0.161150215,0.002758477,249340733.7
3.330240965,0.163062345,11403.17969,0.162331103,0.002778691,250049605.4
3.340169191,0.163489283,11433.66797,0.162758042,0.002785999,250718154.2
3.350097656,0.163863981,11466.71191,0.163132739,0.002792413,251442743.8
3.360026121,0.16450668,11482.62988,0.163775439,0.002803414,251791794
3.369954348,0.164840487,11501.7832,0.164109245,0.002809128,252211789.2
3.379882813,0.165319667,11521.68164,0.164588425,0.00281733,252648123.3
3.389811277,0.165926016,11541.96973,0.165194774,0.002827709,253093001.7
3.399739504,0.165969148,11568.72363,0.165237906,0.002828448,253679662.9
3.409667969,0.16634613,11589.61035,0.165614888,0.002834901,254137668.1
3.419596434,0.166829836,11613.84766,0.166098594,0.00284318,254669145.2
3.42952466,0.167844948,11630.20801,0.167113706,0.002860556,255027896
3.439453125,0.168966784,11667.09082,0.168235543,0.002879759,255836664.5
3.44938159,0.168714716,11685.40039,0.167983474,0.002875445,256238157.8
3.459309816,0.169636711,11707.34082,0.168905469,0.002891227,256719268.9
3.469238281,0.170075,11731.58984,0.169343758,0.002898729,257251002.9
3.479166746,0.170365689,11761.4873,0.169634447,0.002903705,257906596.2
3.489094973,0.170061379,11783.79004,0.169330138,0.002898496,258395651.9
3.499023438,0.170717685,11806.62695,0.169986444,0.00290973,258896421.1
3.508951902,0.172084779,11829.51758,0.171353538,0.002933131,259398368.1
3.518880129,0.17209613,11844.2334,0.171364888,0.002933326,259721057.5
3.528808594,0.172305066,11865.97461,0.171573825,0.002936902,260197800.1
3.538737059,0.173317909,11893.38672,0.172586667,0.002954239,260798894.4
3.548665285,0.17398101,11922.38086,0.173249769,0.00296559,261434679.7
3.55859375,0.173833396,11936.45996,0.173102154,0.002963063,261743407.1
3.568522215,0.174382963,11965.48438,0.173651722,0.00297247,262379856.2
3.578450441,0.175525245,11987.42773,0.174794003,0.002992023,262861031.5
3.588378906,0.175575216,12008.63086,0.174843975,0.002992879,263325974.8
3.598307371,0.176533547,12032.3291,0.175802306,0.003009283,263845631.3
3.608235598,0.176810601,12056.27734,0.17607936,0.003014025,264370769.8
3.618164063,0.177496433,12082.01855,0.176765191,0.003025765,264935224.6
3.628092527,0.177257985,12104.86035,0.176526744,0.003021683,265436100.9
3.638020754,0.178813571,12138.15137,0.178082329,0.003048311,266166108.3
3.647949219,0.179004332,12148.92383,0.17827309,0.003051576,266402327.4
3.657877684,0.179649272,12167.31836,0.178918031,0.003062616,266805683.8
3.66780591,0.180210205,12182.86523,0.179478964,0.003072218,267146596.6
3.677734375,0.18065075,12201.6875,0.179919508,0.003079759,267559332.4
3.68766284,0.181089039,12220.26563,0.180357797,0.003087261,267966714.6
3.697591066,0.182006508,12237.92969,0.181275266,0.003102966,268354053.2
3.707519531,0.181772601,12254.3291,0.181041359,0.003098962,268713660.6
3.717447996,0.182033764,12268.15137,0.181302522,0.003103432,269016756
3.727376223,0.182937598,12293.98047,0.182206356,0.003118904,269583138.1
3.737304688,0.183814162,12312.58984,0.18308292,0.003133908,269991205.6
3.747233152,0.18391409,12330.12402,0.183182848,0.003135619,270375696.2
3.757161379,0.184377379,12345.91895,0.183646137,0.003143549,270722048.1
3.767089844,0.185599129,12355.91309,0.184867887,0.003164462,270941200.3
3.777018309,0.186187302,12364.66602,0.185456061,0.00317453,271133135
3.786946535,0.185692232,12365.23828,0.18496099,0.003166056,271145683.7
3.796875,0.186337187,12372.9043,0.185605946,0.003177096,271313784.5
3.806803465,0.187279627,12389.26367,0.186548386,0.003193228,271672513.9
3.816731691,0.188101694,12407.33398,0.187370453,0.0032073,272068760.8
3.826660156,0.187545316,12421.19824,0.186814075,0.003197776,272372777.1
3.836588621,0.188088074,12455.25684,0.187356832,0.003207067,273119615.9
3.846516848,0.188780716,12478.11035,0.188049474,0.003218923,273620749.2
3.856445313,0.18968228,12482.88965,0.188951038,0.003234355,273725549.9
3.866373777,0.189359795,12497.82129,0.188628553,0.003228835,274052971.8
3.876302004,0.190586099,12516.61133,0.189854857,0.003249826,274465000.9
3.886230469,0.190990322,12535.41699,0.190259081,0.003256746,274877372.6
3.896158934,0.191612577,12543.93359,0.190881335,0.003267397,275064125.2
3.90608716,0.191548985,12555.86523,0.190817743,0.003266309,275325762.9
3.916015625,0.19264585,12573.46582,0.191914608,0.003285084,275711709.6
3.92594409,0.192720792,12597.55273,0.191989551,0.003286367,276239888.9
3.935872316,0.193654138,12609.08594,0.192922896,0.003302343,276492789.7
3.945800781,0.193947097,12626.36816,0.193215855,0.003307358,276871755.4
3.955729246,0.195584435,12644.14648,0.194853193,0.003335385,277261599.4
3.965657473,0.195625325,12648.45996,0.194894084,0.003336085,277356185.6
